continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
1,3,1,0,99,1895,1,167433.25,3,1,0
5,0,0,0,1039,1998,4,149957.62,3,0,1
1,2,1,0,4996,1978,3,45160.48,3,1,1
3,1,1,0,33187,1984,4,63251.61,3,1,0
1,3,1,0,104,2011,1,122424.6,3,1,0
1,3,1,0,3272,2012,4,150845.9,3,1,0
1,0,1,1,1548,1948,3,26489.1,3,1,0
1,3,0,0,4827,1985,4,32151.33,3,0,0
0,2,0,0,21,2006,1,134399.64,3,1,1
3,3,1,0,1588,1950,3,29895.05,3,1,0
1,3,0,0,2453,1985,2,150293.34,3,1,0
1,1,1,0,2391,2001,1,157163.1,3,1,0
1,0,1,0,5401,2002,2,78785.76,3,1,0
1,3,0,0,4378,1992,4,119380.62,3,1,0
1,0,1,0,639,2003,2,80272.86,3,1,0
3,3,1,0,4687,1997,2,88765.44,3,1,0
2,3,0,0,3352,1979,3,83353.6,3,1,1
1,0,0,1,1297,2005,3,49831.85,3,1,0
1,0,1,0,2065,1994,3,72398.42,3,1,1
1,3,1,0,24139,2008,1,110652.72,3,1,0
1,1,0,1,712,2003,3,123756.6,3,1,0
1,3,1,0,518,2002,1,130781.13,3,0,0
0,3,1,0,5531,2004,2,70770.32,3,1,0
1,0,1,0,2607,1971,4,49787.79,3,1,0
2,0,0,0,328,2005,3,101364.9,3,0,0
2,3,0,0,32,1968,3,51088.69,3,1,1
1,0,0,0,28850,2011,3,109282.81,3,1,0
1,0,0,0,1913,1908,1,27298.55,3,1,0
1,3,1,0,1968,2009,1,62903.34,3,1,0
1,3,0,0,3717,1923,2,68344.49,3,1,0
3,2,0,0,953,1999,4,98807.3,2,1,0
2,3,0,0,1636,2003,2,69629.32,3,1,1
3,3,1,0,3392,2005,3,116057.62,3,0,0
1,0,0,1,287,2005,3,72125.46,3,1,0
1,2,1,0,86764,2000,3,23720.38,3,1,1
1,3,0,0,3028,2000,3,235224.73,3,0,0
1,1,1,0,2867,2003,1,64826.49,3,1,0
1,0,1,0,1491,1990,4,117845.44,3,1,0
2,0,1,0,5210,1972,1,75505.55,3,1,0
2,3,0,0,789,1993,2,17498.11,3,1,0
1,3,1,0,381,1994,1,9321.22,3,1,0
2,2,1,0,1463,2010,3,71333.23,3,1,1
3,3,0,0,831,1977,1,141351.26,3,0,0
1,0,1,0,17322,1993,4,232265.54,3,1,0
1,3,0,0,2639,1974,4,63055.44,3,1,0
2,0,1,0,1160,1980,4,126921.34,3,1,0
2,3,0,0,21585,1833,4,26867.11,3,1,0
1,0,1,0,2341,2011,4,112536.25,3,0,0
2,3,1,1,441,1999,1,88872.12,3,1,0
1,3,1,0,1691,2008,4,108129.41,3,1,0
1,3,1,0,2014,2002,3,74520.06,3,1,0
1,3,0,0,701,1973,2,95072.95,3,1,0
1,1,1,1,3304,2006,4,154111.15,3,1,0
1,3,1,0,3135,1977,1,24412.58,3,1,0
2,3,0,1,1488,1994,4,49723.83,3,1,0
1,0,1,0,422,1987,3,198562.62,3,1,0
2,2,1,1,20608,2009,3,54208.95,3,1,1
1,2,0,0,2541,1850,4,920.7578,0,1,1
1,3,1,0,522,2004,2,48782.46,3,1,0
2,1,0,0,1552,1998,4,133746.96,3,1,0
3,3,0,0,1602,1979,3,855.4066,0,1,0
3,3,0,1,1664,2004,3,121085.47,3,1,0
1,3,1,0,2033,2001,2,843.0144,0,1,0
1,3,0,0,32,2007,1,106255.74,3,1,0
1,3,1,0,341,1987,1,86975.7,3,1,0
3,0,1,0,61,2005,1,44130.77,3,0,0
1,0,0,0,44618,2010,4,40860.81,3,1,0
1,2,1,0,2650,2000,3,5998.04,3,1,1
1,3,0,0,1880,1858,2,7122.31,3,1,0
1,2,0,0,10337,1999,1,259277.18,3,1,1
4,1,1,0,398,1903,1,67854.66,3,1,0
1,0,1,0,1687,2000,1,215192.35,3,1,0
2,2,1,0,1972,1949,4,149869.85,3,1,1
5,2,0,1,1194,1838,1,850.9943,0,1,0
1,3,1,0,2778,2002,2,2033.8,3,1,0
1,2,0,0,2131,2013,1,147.32,0,1,1
5,3,0,0,1034,1999,3,121584.6,3,1,0
5,0,0,0,2675,1977,2,46.5932,0,1,1
1,0,0,0,557,1889,4,97563.84,3,1,0
2,3,1,0,476,1990,4,120289.91,2,1,0
1,0,0,0,194,2009,4,86628.06,3,1,0
0,3,1,0,1942,1838,2,85195.29,3,1,0
1,3,1,0,828,1998,3,15626.61,3,1,0
3,0,0,0,29248,2013,2,62192.33,3,1,0
1,2,1,0,2169,2001,2,187279.29,3,0,1
1,0,0,0,746,2011,3,115.12,0,1,1
1,2,1,0,1037,2005,1,55087.24,3,1,1
2,0,1,1,1914,2008,4,22556.1,3,1,0
1,0,0,1,67276,2006,3,34676.28,3,1,0
1,0,1,0,3087,2000,3,101799.39,3,1,0
1,3,0,0,1377,1984,2,57814.38,3,1,0
3,3,1,0,5879,1911,2,136667.62,3,1,0
1,3,0,0,2368,1881,4,126.1176,0,1,0
1,0,1,0,724,2011,1,118923.51,3,1,0
1,0,0,0,1630,1980,1,65724.25,3,1,0
2,3,1,0,2000,1984,4,19628.24,3,1,0
2,0,0,0,1142,2013,1,63677.38,3,1,0
2,3,0,1,220,1998,2,14207.92,3,1,0
1,0,0,1,2036,1997,4,28580.39,3,1,0
3,3,0,0,13686,1997,1,142082.56,3,1,0
1,3,1,0,2921,1979,1,89640.28,3,1,0
1,0,0,0,454,2003,4,61121.26,3,1,0
2,1,1,0,4271,2006,2,8450.02,3,1,0
1,3,0,0,2046,1980,3,109938.87,3,1,0
1,0,0,0,724,1998,2,120.56,0,1,1
3,0,1,0,2009,1969,2,136851.74,3,1,0
1,0,1,0,926,1878,3,6948.67,3,1,0
1,3,1,1,2443,1999,4,57978.5,3,1,0
2,3,0,1,20,1961,1,56098.58,3,1,0
1,0,1,0,2111,1988,4,73213.86,3,1,0
1,0,0,0,3030,1972,2,67202.95,3,1,0
1,3,1,0,4629,1934,3,14748.09,3,1,0
3,0,1,0,4876,2006,4,57116.9,3,0,0
1,3,0,0,1128,2007,2,162354.7,3,0,0
1,0,1,0,2936,2006,1,125498.7,3,1,1
1,3,1,0,827,2009,4,18952.58,3,1,0
2,1,1,1,3665,1991,3,15079.42,3,1,0
3,2,0,0,751,1931,4,35544.79,3,1,0
5,3,1,0,3670,2004,3,16452.12,3,1,0
1,3,1,0,2627,1978,1,78053.33,3,1,0
3,3,1,0,291,1839,3,46439.27,3,1,0
1,3,0,0,2144,1862,4,217.2719,0,0,0
1,3,1,1,1441,1971,3,138479.38,3,1,0
2,0,0,1,772,1995,1,93456.19,3,1,1
1,0,1,0,3312,1972,2,115988.67,3,1,1
1,3,0,0,1655,1979,1,98156.93,3,1,0
1,0,1,0,2277,1956,3,61816.85,3,1,0
5,3,0,1,2102,2010,2,93930.25,3,1,0
1,0,0,0,2452,1984,4,123963.22,3,1,1
3,0,1,0,4059,1991,4,107534.16,3,1,0
1,3,1,0,2273,1987,3,33529.41,3,1,0
1,0,0,0,1715,2005,4,145836.56,3,1,1
1,3,0,0,404,1985,2,445.7888,0,1,0
2,0,1,0,514,1978,4,18998.73,3,1,0
1,3,1,0,129897,1963,2,15656.52,3,0,0
0,0,0,0,3402,1929,2,94270.24,3,1,1
1,0,1,0,2576,2011,4,73317.21,3,1,0
3,3,1,0,781,2012,4,102403.56,3,1,1
1,3,1,0,2767,2008,3,73539.29,3,1,0
3,3,1,0,1666,1869,2,30452.7,3,1,1
3,3,1,0,1706,1977,4,117485.65,2,1,1
1,0,1,1,2639,1987,4,25666.2,3,1,0
1,3,1,0,3231,2004,4,87473.6,2,1,0
1,2,1,0,754,1990,3,44593.86,3,1,1
1,3,1,0,4504,1997,2,106592.06,3,0,0
1,0,1,0,3384,2001,3,113137.69,3,1,0
3,0,1,0,361,2000,2,128150.25,3,1,0
5,1,1,0,4261,1985,1,72313.38,3,1,0
1,1,1,1,1770,2012,4,124709.19,3,1,0
4,1,1,0,4402,1853,3,88816.28,3,1,0
2,0,0,0,2953,1987,4,27744.6,3,1,0
1,0,1,0,461,1997,3,57865.59,3,1,0
1,1,1,0,1983,1968,3,56825.46,3,1,0
1,0,0,0,1224,1965,2,961.1867,0,1,1
2,3,0,0,1458,2005,4,111339.69,3,1,0
1,0,1,0,1948,1934,2,111878.94,3,1,0
1,3,1,0,1216,1997,2,39505.55,2,1,0
1,2,0,0,1442,1817,1,117361.91,3,1,1
1,3,0,0,2599,2003,2,102942.54,3,1,0
1,3,0,0,3539,1984,3,93340.54,3,0,0
1,0,0,0,1527,2013,3,38764.07,3,1,1
1,3,0,0,2357,1994,0,41649.36,3,1,0
1,2,1,0,1135,2008,2,207.1837,0,1,1
2,2,1,0,366691,2010,4,30868.9,3,1,1
1,3,1,0,4065,1988,2,3206.28,3,1,0
1,0,0,0,1112,1804,4,135319.48,3,1,1
1,2,1,0,1932,2008,3,153.4356,0,1,1
1,0,0,0,1773,2005,3,44534.73,3,1,1
0,0,1,0,14083,1994,2,14628.3,3,1,0
3,1,1,0,4719,1995,4,150980.65,3,1,0
1,3,1,0,2902,2013,1,84662.36,3,1,0
1,0,0,0,1738,2007,1,58895.93,3,1,0
1,0,0,0,2674,1988,1,43281.36,3,1,0
2,1,0,1,4376,2000,3,21303.26,3,1,0
1,1,1,0,2085,1920,3,19100.89,3,1,0
3,3,1,0,833,1950,1,70573.43,3,0,0
1,3,0,0,606,1947,2,56812.48,3,1,0
5,3,0,1,3287,1924,4,42710.96,3,1,0
1,0,1,1,2670,1982,2,105223.17,3,1,0
1,0,0,1,1258,1909,3,34928.61,3,1,0
1,3,0,1,105737,2000,3,89542.78,3,1,0
4,0,0,0,2034,1904,4,82852.92,3,1,0
1,2,1,1,1447,1967,4,88558.53,3,1,1
2,3,0,0,1428,1997,2,27257.54,3,1,0
1,3,1,0,1104,1993,1,271409.44,3,1,0
1,2,1,0,153,2000,3,38431.19,3,1,1
1,3,1,0,3291,2001,3,47955.63,3,1,0
1,3,0,0,417,1996,3,232792.93,3,0,0
2,0,0,0,465,1985,4,29739.52,3,1,0
1,2,1,0,2534,1976,4,104672.37,3,1,1
1,0,0,0,4839,1986,4,56347.56,3,1,1
2,0,0,1,1797,2000,3,259097.55,3,1,0
3,0,1,0,2510,1988,3,85113.85,3,1,0
1,3,0,0,2614,2006,2,135200.02,2,1,0
3,0,1,0,1476,1901,2,403.7631,0,1,0
2,1,1,0,4963,1998,3,11575.48,3,1,0
1,2,1,0,3243,1962,3,96962.79,3,1,1
2,1,1,1,28350,1989,3,101874.51,3,1,0
1,3,1,0,578,2003,3,66386.78,3,1,0
3,3,1,0,6798,2013,3,56461.11,3,1,0
1,0,1,0,2390,2013,4,85257.85,3,0,0
1,0,1,0,505,2001,2,64859.15,3,1,0
0,0,1,0,427,2010,3,70145.42,3,1,0
1,0,1,0,951,1992,3,48633.65,3,1,0
1,3,0,0,4069,1850,3,69332.66,3,1,0
1,0,1,1,3692,1977,4,15129.43,3,1,0
3,0,1,1,5050,1998,4,94763.15,3,1,1
2,0,1,0,1910,2004,2,57521.34,3,1,1
1,3,1,0,1047,2000,4,100988.51,3,0,0
1,0,1,1,139221,1951,4,58458.59,3,1,0
1,0,0,0,1691,2010,1,79352.46,3,1,0
1,0,1,0,2229,1979,2,110082.91,3,1,0
5,0,1,0,948,2006,2,24291.5,3,1,1
3,1,1,1,2052,1996,1,70420.68,3,1,0
1,0,1,0,2743,1954,3,109641.6,3,1,0
5,3,1,0,3623,1838,2,14104.7,3,1,0
1,3,1,0,3080,1931,3,44014.09,3,0,0
5,0,0,0,3000,1989,4,30220.23,3,1,1
1,0,1,0,2617,1984,2,39445.95,3,1,0
1,3,1,0,2250,1981,3,74890.81,3,1,0
1,3,1,0,2402,1963,1,60948.15,3,1,0
1,0,0,0,2213,2001,4,29887.3,3,1,0
2,2,1,0,4896,1997,4,183053.93,3,1,1
1,0,1,0,1036,1967,2,116941.02,3,0,1
1,0,1,0,1631,2003,2,46998.68,3,1,0
2,2,1,0,3807,1985,4,31298.61,3,1,1
3,1,0,0,2138,2004,4,96142.66,3,1,0
4,2,0,0,29086,1988,4,16446.6,3,1,0
0,3,0,0,724,2010,3,100800.01,3,0,0
1,0,1,0,3517,1995,0,83232.17,3,1,0
2,0,0,0,2204,1912,3,142.82,0,1,0
1,3,1,1,2532,2007,4,34766.25,3,1,0
1,3,0,1,1330,2013,1,91335.08,3,1,0
1,3,1,0,1664,1983,1,113753.59,3,1,0
1,0,1,1,2701,2010,2,82468.86,3,1,1
2,3,1,0,1674,1998,4,517.271,0,1,0
1,3,0,0,3580,1994,4,68941.1,3,1,0
2,1,1,0,3146,2011,2,103959.13,3,1,0
2,3,0,0,2631,2006,2,88684.87,3,1,0
3,3,1,0,3615,1931,2,90017.02,3,1,1
1,3,0,0,17692,2010,1,75867.09,3,1,0
1,0,0,0,2790,2011,2,125954.21,3,1,0
1,2,1,0,3579,2006,2,26119.6,3,1,1
1,0,1,0,1494,2010,4,104011.52,3,1,0
1,3,0,0,2106,2004,1,59128.28,3,1,0
3,0,1,0,4313,2004,4,113749.63,2,1,0
1,3,0,0,405,2007,2,63996.05,3,1,0
5,3,0,0,3445,2011,0,80151.71,3,0,0
1,3,1,0,1666,2007,3,102772.77,3,1,0
1,2,0,0,2079,2009,2,76176.17,3,0,1
1,3,1,0,2129,1869,3,90353.78,3,1,0
1,0,1,0,2407,1971,1,182593.15,3,0,0
1,0,1,0,35703,1986,3,55491.58,3,1,0
1,1,1,1,862,1885,4,85003.77,3,1,0
1,0,0,0,3435,1934,4,490.1568,0,1,1
1,0,1,0,1498,2006,4,6942.4,3,1,0
1,3,1,0,3177,1999,3,72974.58,3,1,0
1,1,0,1,1534,1996,3,75617.39,3,1,0
1,0,0,0,1055,2004,1,129704.95,3,1,0
5,1,1,0,1836,1995,2,22684.13,3,1,0
4,0,0,0,2703,1984,2,49829.96,3,1,1
1,3,1,0,3015,1873,1,79679.26,3,1,0
1,0,1,0,5211,2010,3,44919.86,3,1,0
1,0,0,1,1038,2003,2,104.77,0,1,1
2,3,1,1,622,1989,1,56574.41,3,1,0
3,0,1,0,170,1899,2,30424.64,3,1,1
1,0,1,1,822,2007,3,89820.6,3,1,0
1,3,0,0,3224,1991,4,70223.36,3,1,0
1,3,1,0,417,1807,3,210.5073,0,1,0
2,3,0,0,564,1994,4,85910.33,3,1,1
2,3,0,0,1773,2006,4,81611.89,3,1,0
1,3,1,0,951,1997,2,58322.09,3,1,0
1,2,0,0,576,2009,1,57231.03,3,1,1
1,3,1,1,1827,1993,3,62878.78,3,1,0
1,2,1,0,5605,1998,2,81573.36,3,1,1
1,3,1,0,3841,1823,4,32576.47,3,0,0
1,0,1,0,358,1958,3,60190.73,3,1,0
1,3,1,0,3573,1995,2,122293.19,3,1,0
1,3,0,1,1178,2007,4,106075.96,3,1,0
1,0,0,0,2492,2006,4,86310.57,3,1,1
1,2,1,0,4213,1984,4,51551.22,3,1,1
1,0,0,0,2319,2010,4,44321.76,3,0,1
1,2,0,1,740,1900,1,131322.09,3,1,1
1,3,1,0,3437,2007,4,5163.67,3,1,0
1,0,0,0,2246,1891,4,26851.36,3,1,1
1,3,1,0,1801,2006,3,50132.38,3,1,0
0,3,1,0,51254,1966,2,100.01,0,1,0
1,2,1,0,5450,2008,2,19194.79,3,1,1
1,0,1,0,1471,1956,1,4502.98,3,1,0
1,1,0,1,2498,2003,2,115047.07,3,1,0
5,3,1,0,2455,2001,2,122239.88,2,1,0
1,0,1,0,457,2006,2,61055.76,3,1,0
2,1,0,0,496,2000,4,111075.97,3,1,0
1,2,1,0,3535,1838,3,67475.63,3,0,1
2,0,1,1,89,1968,3,249339.52,3,1,0
1,3,0,0,42168,1994,1,80150.78,3,1,0
1,3,0,0,2076,2005,1,238893.91,3,1,0
1,0,0,0,1498,2000,4,100240.42,3,0,1
1,3,0,0,1336,1966,1,150218.46,3,0,0
1,0,0,0,3347,2007,2,104484.75,3,1,0
1,3,1,0,649,2006,2,4144.82,3,1,0
2,3,0,0,1122,1902,4,127429.32,3,1,0
1,3,1,1,315,2011,2,54293.29,3,1,0
1,0,1,0,1560,1994,4,113548.21,3,1,0
2,0,1,0,2050,1926,3,33558.39,3,1,0
2,3,1,0,3651,2008,1,121336.88,3,1,0
5,0,1,0,1198,2005,3,386.1515,0,1,1
3,0,0,0,109,1969,3,43866.4,3,1,1
3,1,0,0,1814,1967,3,149824.68,3,1,0
3,3,0,0,4207,2000,4,81046.07,3,1,1
1,3,1,0,4279,2009,1,113687.61,3,1,0
1,0,1,1,1257,2005,1,114008.13,3,1,1
1,3,0,1,3253,1996,3,147042.75,3,1,0
3,0,1,0,22417,2001,3,499.2207,0,1,1
3,0,0,1,3082,1985,2,30.6131,0,1,1
1,0,0,0,2390,2011,3,60142.3,3,0,1
3,0,1,0,4428,2010,4,51142.14,3,1,0
1,0,1,0,95250,1912,3,22804.77,3,1,0
3,3,0,0,3884,2007,2,75313.77,3,0,1
5,2,0,0,2255,1879,2,807.5226,0,1,0
2,3,0,0,56385,2005,2,79032.59,3,1,0
1,0,0,0,1364,2007,2,12567.85,3,1,1
3,3,1,0,2729,1976,4,234406.36,2,1,0
1,3,1,0,6440,1997,1,133816.76,3,0,0
1,0,0,0,2864,2003,2,11877.31,3,1,1
1,3,1,0,3887,1994,4,29538.15,3,1,0
1,3,1,0,582,1973,3,225.4865,0,1,0
1,3,1,0,3935,1847,2,33650.12,3,1,0
5,0,1,0,1913,1886,4,135983.58,3,1,1
1,0,0,0,2430,1997,4,13148.4,3,1,1
1,0,0,0,3140,1988,2,21545.37,3,1,1
1,2,0,0,656,1978,2,40732.54,3,1,1
3,0,1,1,722,2010,4,74315.41,3,1,1
1,3,0,1,1100,1994,3,121474.97,3,1,0
1,2,1,0,3533,2007,1,117783.78,3,1,1
1,0,0,0,1716,2014,2,100702.89,3,1,1
1,0,1,0,3084,1981,4,100173.93,3,1,0
1,0,1,0,96,1996,2,158.4,0,1,1
1,1,0,0,1276,2006,2,85739.85,3,1,0
1,3,1,0,166,2007,1,82929.56,3,1,0
3,0,0,0,1839,1997,2,756.9234,0,1,0
2,2,0,0,3787,2013,3,44688.37,3,1,1
1,0,0,0,946,2001,4,43586.5,3,1,1
3,3,1,0,2807,1985,4,80035.69,3,1,0
0,3,1,0,1962,2010,2,57331.36,3,1,0
1,0,1,0,2211,1998,2,150580.28,3,0,0
1,0,1,0,2731,1993,4,16933.1,3,1,0
3,0,1,0,2461,1998,2,27241.18,3,1,1
1,3,0,0,1187,1993,2,145.72,0,1,0
1,0,0,0,2081,1982,2,12774.14,3,1,1
2,3,1,1,1590,1975,4,33722.94,3,1,1
2,3,1,0,2648,1991,2,75902.1,3,1,0
1,0,0,1,2700,2001,3,80383.55,3,1,1
2,0,1,0,2832,1947,3,18965.12,3,1,0
0,3,0,0,3446,1999,2,81614.25,3,1,0
4,3,0,0,4207,2000,4,58701.76,3,0,0
5,3,1,0,2466,1993,4,155538.81,3,0,0
1,3,0,0,2384,1924,3,115586.74,3,0,0
1,3,0,0,422,2011,3,459.6712,0,1,0
5,3,1,0,3937,1877,2,92949.73,3,1,0
1,0,0,0,3578,1986,2,128404.6,3,1,0
1,3,1,0,1756,1978,0,54159.43,3,0,0
1,3,1,0,433,1818,2,53668.65,3,1,0
1,3,0,0,459,1998,0,154682.53,3,0,0
3,3,1,0,2813,1983,2,58657.36,3,1,0
2,1,1,0,515,1962,4,150178.15,3,1,0
2,2,0,1,1715,1939,4,35949.45,3,1,1
1,0,1,0,2921,1981,3,81971.34,3,1,0
3,3,0,0,3257,1987,3,37316.47,3,0,0
1,3,1,0,272,2008,2,86795.53,3,1,0
5,3,1,0,3325,1934,1,56716.29,3,1,0
1,3,1,1,1116,1997,3,115195.76,3,1,0
3,1,0,0,2219,2000,1,89517.71,3,1,0
1,2,1,0,412,1981,3,11.8704,0,1,1
1,3,1,0,1133,2005,1,81977.3,3,1,0
1,0,0,1,182,2000,4,101205.16,3,1,1
1,3,1,0,1041,1940,1,95783.58,3,1,0
1,0,1,0,3645,2014,3,65132.85,3,1,0
2,0,0,0,2131,2003,4,73724.8,3,1,1
1,2,0,1,519,2001,3,51284.84,3,1,1
5,3,1,0,1238,2013,2,25999.0,3,1,0
1,1,1,0,3335,2005,3,78187.18,3,1,0
1,3,1,0,36928,1998,4,81888.81,3,0,0
3,0,0,0,379,2007,3,718.6797,0,1,0
1,0,1,0,2013,2005,4,21099.22,3,1,1
1,0,1,0,855,1934,3,177596.13,3,0,1
5,3,0,1,1852,1838,4,12514.46,3,1,0
2,3,1,0,131,2005,2,13582.88,3,1,0
1,1,0,0,1024,2007,4,104718.09,3,1,0
1,3,0,0,586,2000,1,32740.43,3,1,0
1,0,1,0,4614,2013,3,77321.22,3,1,1
1,0,1,0,3064,2006,2,95.7322,0,1,0
1,0,0,0,60,1998,0,199655.63,3,1,0
5,3,0,0,4836,1841,3,147.22,0,1,1
1,0,0,0,3157,1984,1,83268.51,3,1,0
1,0,1,0,2216,1993,2,124435.47,2,1,0
2,0,1,0,743,2007,4,253915.96,3,0,1
1,3,1,0,928,2008,1,112107.8,3,1,0
1,2,1,1,2156,2014,3,4291.28,3,1,1
2,0,1,0,914,1986,4,45823.73,3,1,0
2,3,1,0,4516,1998,4,10277.3,3,1,0
2,0,0,1,10399,1991,4,18433.25,3,1,0
2,3,1,0,171,2005,4,86267.3,3,1,0
1,2,1,0,515,2001,4,78014.35,3,1,1
4,3,1,0,20644,1997,1,103929.24,3,1,0
1,3,1,0,135,1994,4,96445.58,3,1,0
1,1,1,0,1783,1991,2,112592.55,3,1,0
1,2,0,1,636,2011,3,120298.68,3,1,1
3,1,0,0,376,2007,1,69148.49,3,1,0
1,0,0,0,2711,2006,3,113675.84,3,1,0
1,0,1,0,4761,1986,2,86205.73,3,1,1
1,3,1,0,639,1934,0,135252.31,3,1,0
2,2,0,0,3174,1931,3,221.784,0,1,1
1,0,0,0,1049,2008,4,55895.49,3,1,1
3,1,1,0,3089,1979,2,505.8025,0,1,0
1,3,1,0,2434,2007,2,58313.58,3,1,0
1,1,0,0,647,1953,4,121.11,0,1,0
1,3,0,0,814,2004,2,74811.35,3,0,0
5,0,1,0,905,2011,1,77472.14,3,1,0
1,0,0,0,46280,2001,0,305.6728,0,1,1
1,3,0,0,1009,1868,3,52162.0,3,0,0
3,0,1,0,1684,2013,4,2216.32,3,1,0
1,3,1,0,2829,1898,1,18887.29,3,0,0
1,3,1,0,2838,1886,2,174313.39,3,0,0
1,0,0,0,4862,1949,2,69426.04,3,1,1
1,0,0,0,1614,2007,4,140202.04,3,1,0
1,0,1,0,2030,2010,4,20169.9,3,1,1
2,1,0,0,303,1981,2,113658.69,3,1,0
1,3,0,0,857,2013,3,46047.5,3,1,0
1,0,1,0,4440,1954,3,113469.04,3,0,0
3,0,1,0,2348,2012,1,105831.05,3,0,1
1,3,1,0,4061,1994,2,59194.87,3,1,0
1,2,1,0,795,1998,4,45368.85,3,1,1
3,3,1,0,3421,1919,2,147083.79,3,1,0
3,3,1,0,1349,2013,3,69.6449,0,1,0
1,0,0,0,625,1949,3,143793.99,3,1,0
1,0,1,0,3460,1960,4,73095.1,3,1,0
1,2,0,0,4132,2005,3,103819.7,3,1,1
1,3,0,0,4200,1976,4,60708.26,3,0,0
1,0,0,0,324,1998,3,84376.2,3,1,0
2,0,1,0,65207,2000,3,6589.72,3,0,0
2,1,1,1,5215,2011,4,95424.13,3,1,0
1,1,0,0,4478,2005,1,102284.9,3,1,0
3,2,1,1,1459,1949,2,814.0594,0,1,0
1,3,1,0,10273,1987,1,116583.58,3,1,0
1,3,0,0,377,1986,3,115205.07,3,0,0
3,3,0,0,299,2015,4,118999.78,3,1,1
1,3,1,1,1784,1995,2,86942.67,3,1,0
1,3,1,0,4574,1874,2,59439.65,3,1,0
1,0,0,1,3586,1997,4,67911.59,3,1,1
3,3,0,0,1200,1992,2,100581.34,3,1,1
1,3,1,0,657,1980,3,112538.43,3,0,0
1,3,1,1,3531,1998,4,57.9863,0,1,0
1,0,1,0,1892,1957,4,238078.87,3,1,0
2,3,1,0,958,2006,4,108691.93,3,1,0
3,3,1,0,2151,2012,2,102680.8,3,1,0
1,0,0,0,92,1911,3,127288.25,3,0,0
1,0,0,0,27484,2008,4,2865.19,3,1,1
1,0,1,1,1255,2007,1,143886.02,3,1,0
1,0,0,0,254,1977,4,615.3414,0,1,1
2,3,1,0,1458,1960,3,16025.36,3,1,0
1,3,1,0,2541,2008,2,57638.36,3,1,0
1,3,1,0,1764,1863,4,132039.98,3,1,0
5,3,0,0,695,1997,4,8575.23,3,1,0
1,0,0,0,3218,2006,2,108017.99,3,1,0
1,0,1,0,86312,2003,4,119987.28,3,1,0
1,2,0,0,2839,1998,4,139666.15,3,1,1
1,0,0,1,818,1998,4,95509.34,3,1,0
1,0,1,0,130,2011,4,153485.12,3,1,1
1,3,1,0,673,2005,3,128758.39,3,1,0
1,0,0,0,1909,2004,3,78239.03,3,1,1
1,3,1,0,647,1953,1,463.3112,0,1,0
1,3,0,0,4322,2005,4,145074.67,3,1,0
2,3,0,0,5253,1985,4,90522.62,3,1,0
1,2,1,0,1676,2001,3,104652.75,3,1,1
1,3,0,0,1350,1914,3,76214.48,3,1,0
1,1,0,0,1758,2004,2,92411.35,3,1,0
1,0,1,1,986,2007,3,44126.91,3,1,1
3,0,0,0,3511,2010,2,72352.34,3,1,0
1,0,0,1,2324,1937,0,93560.12,3,1,0
1,3,1,0,4192,1946,4,54955.72,3,1,0
1,3,1,0,3662,2007,1,152011.55,3,1,0
1,0,1,0,1737,1997,2,65985.9,3,1,0
1,0,0,0,1264,1952,3,523.6527,0,1,1
2,1,1,0,3614,1947,4,24276.77,3,1,0
1,3,0,0,1520,1987,4,399.4489,0,1,0
1,3,1,0,5312,1968,3,24022.87,3,1,0
1,3,1,0,2332,2005,3,231936.29,3,1,0
1,0,1,0,984,2003,2,131792.99,3,1,1
1,0,1,0,2813,2003,4,117109.75,3,1,0
4,3,0,1,6159,1988,1,87111.61,3,1,0
1,3,0,0,1217,1909,1,99564.83,3,1,0
1,0,1,0,623,1893,1,8968.81,3,1,1
1,0,0,0,3086,1986,2,118042.2,3,1,0
1,3,0,0,4148,2010,1,144755.6,3,1,0
1,0,1,0,2754,1998,3,159772.02,3,1,0
3,0,1,0,6631,1993,4,42608.5,3,1,0
1,0,0,1,3074,2013,3,63326.99,3,1,0
2,3,1,0,1439,1979,3,115517.72,3,0,0
3,0,1,0,1955,2013,4,28813.97,1,1,0
1,0,1,0,2327,1999,1,82130.07,3,1,0
1,2,0,0,4617,2005,4,64897.03,3,1,1
1,0,1,0,80,2004,2,30705.85,3,1,1
1,3,1,0,2253,1988,4,31145.4,3,0,0
5,0,0,0,1522,1999,1,111290.07,3,1,0
1,3,0,0,2813,1875,3,139660.26,3,1,0
3,0,0,1,155,1982,4,128600.87,3,1,1
1,0,1,0,4455,2011,1,55841.98,3,1,1
3,3,0,0,3425,1999,1,27826.13,3,1,0
3,0,1,0,1670,2008,2,57615.09,3,1,1
1,0,1,0,2226,1995,4,74848.02,2,1,1
1,0,1,0,5129,2001,2,167375.09,3,0,0
1,0,1,0,875,2000,4,110675.52,3,1,1
1,3,0,0,15777,1982,1,16027.53,3,1,0
1,0,1,0,3104,2004,1,106409.82,3,1,0
3,0,0,0,4120,1991,2,196282.02,3,1,0
5,0,0,0,368,1995,4,174657.07,3,1,0
1,0,1,0,2841,1999,3,49817.21,3,1,1
5,3,1,0,1032,2006,2,77171.75,3,1,0
1,3,1,0,15964,2004,2,114194.43,3,1,0
